No.,Time,Source,Destination,Protocol,Length,URLs
11130,110.934755,18.64.141.129,10.200.52.16,TCP,1494,[]
9081,90.65347,18.64.141.129,10.200.52.16,TCP,1494,[]
9176,90.804521,18.64.141.129,10.200.52.16,TCP,1494,[]
15125,160.785268,18.64.141.129,10.200.52.16,TCP,1494,[]
7193,60.918975,18.64.141.129,10.200.52.16,TCP,1494,[]
9518,90.980979,18.64.141.129,10.200.52.16,TCP,1494,[]
19069,210.876173,18.64.141.129,10.200.52.16,TCP,1494,[]
5044,47.633613,104.18.2.161,10.200.52.16,UDP,87,[]
2926,30.438784,18.64.141.129,10.200.52.16,TCP,1494,[]
250,0.556973,18.64.141.129,10.200.52.16,TCP,1494,[]
8186,76.347913,142.250.181.46,10.200.52.16,UDP,667,[]
11407,112.455832,172.217.19.202,10.200.52.16,UDP,1292,[]
5885,51.041219,18.64.141.129,10.200.52.16,TCP,1494,[]
2342,20.927351,18.64.141.129,10.200.52.16,TCP,1494,[]
18019,192.06179,18.64.141.129,10.200.52.16,TCP,1494,[]
11745,120.798085,18.64.141.129,10.200.52.16,TCP,1494,[]
18643,201.687493,10.200.52.16,18.64.141.129,TCP,54,[]
6590,54.497687,10.200.52.16,104.18.2.161,UDP,87,[]
13781,140.916,18.64.141.129,10.200.52.16,TCP,1494,[]
16249,170.891903,18.64.141.129,10.200.52.16,TCP,1494,[]
628,0.728558,18.64.141.129,10.200.52.16,TCP,1494,[]
16779,181.021347,18.64.141.129,10.200.52.16,TCP,1494,[]
13140,134.770106,172.217.19.202,10.200.52.16,UDP,66,[]
13273,140.299459,18.64.141.129,10.200.52.16,TCP,1494,[]
12437,130.927049,18.64.141.129,10.200.52.16,TCP,1494,[]
7546,70.778556,18.64.141.129,10.200.52.16,TCP,1494,[]
16502,175.918806,172.217.19.202,10.200.52.16,UDP,120,[]
4766,44.068505,104.18.2.161,10.200.52.16,UDP,552,[]
9794,100.697307,18.64.141.129,10.200.52.16,TCP,1494,[]
3673,32.241247,10.200.52.16,142.250.181.46,UDP,1292,[]
18799,201.839005,10.200.52.16,18.64.141.129,TCP,54,[]
129,0.407653,18.64.141.129,10.200.52.16,TCP,1494,[]
18305,201.016779,18.64.141.129,10.200.52.16,TCP,1494,[]
17973,191.955124,18.64.141.129,10.200.52.16,TCP,1494,[]
19061,210.871548,10.200.52.16,18.64.141.129,TCP,54,[]
4183,41.346327,10.200.52.16,18.64.141.129,TCP,66,[]
7300,61.09759,18.64.141.129,10.200.52.16,TCP,1494,[]
13783,140.916134,18.64.141.129,10.200.52.16,TCP,1494,[]
12428,130.926059,10.200.52.16,18.64.141.129,TCP,66,[]
6996,60.780131,18.64.141.129,10.200.52.16,TCP,480,[]
18885,210.541254,18.64.141.129,10.200.52.16,TCP,1494,[]
2399,20.932068,18.64.141.129,10.200.52.16,TCP,1494,[]
6306,52.234829,104.18.2.161,10.200.52.16,UDP,1242,[]
18967,210.720074,10.200.52.16,18.64.141.129,TCP,54,[]
19194,210.983831,18.64.141.129,10.200.52.16,TCP,1494,[]
15916,170.720206,10.200.52.16,18.64.141.129,TCP,66,[]
17599,191.010768,18.64.141.129,10.200.52.16,TCP,1494,[]
12393,130.922346,10.200.52.16,18.64.141.129,TCP,66,[]
12748,131.207019,18.64.141.129,10.200.52.16,TCP,1494,[]
1187,10.640145,18.64.141.129,10.200.52.16,TCP,1494,[]
271,0.558785,10.200.52.16,18.64.141.129,TCP,54,[]
15473,160.952625,18.64.141.129,10.200.52.16,TCP,1494,[]
10704,110.615993,18.64.141.129,10.200.52.16,TCP,1494,[]
3355,31.044276,18.64.141.129,10.200.52.16,TCP,1494,[]
10170,101.175356,10.200.52.16,18.64.141.129,TCP,66,[]
5315,50.434637,10.200.52.16,104.18.2.161,UDP,87,[]
9221,90.814378,10.200.52.16,18.64.141.129,TCP,54,[]
4248,41.453061,10.200.52.16,18.64.141.129,TCP,54,[]
20243,221.053274,10.200.52.16,18.64.141.129,TCP,54,[]
15571,160.962658,10.200.52.16,18.64.141.129,TCP,66,[]
11274,110.95182,18.64.141.129,10.200.52.16,TCP,1494,[]
15720,170.21031,172.217.17.35,10.200.52.16,UDP,162,[]
9108,90.660455,18.64.141.129,10.200.52.16,TCP,1494,[]
9498,90.97812,10.200.52.16,18.64.141.129,TCP,54,[]
1097,10.635029,18.64.141.129,10.200.52.16,TCP,1494,[]
11242,110.946831,10.200.52.16,18.64.141.129,TCP,66,[]
14966,160.483375,18.64.141.129,10.200.52.16,TCP,1494,[]
6654,60.278843,10.200.52.16,18.64.141.129,TCP,66,[]
11160,110.938283,18.64.141.129,10.200.52.16,TCP,1494,[]
1274,10.782966,18.64.141.129,10.200.52.16,TCP,1494,[]
5699,50.952992,18.64.141.129,10.200.52.16,TCP,1494,[]
15138,160.786786,10.200.52.16,18.64.141.129,TCP,54,[]
16367,170.898151,10.200.52.16,18.64.141.129,TCP,54,[]
8729,81.208493,18.64.141.129,10.200.52.16,TCP,1494,[]
10989,110.915353,18.64.141.129,10.200.52.16,TCP,1494,[]
6798,60.605038,18.64.141.129,10.200.52.16,TCP,1494,[]
9591,90.994674,10.200.52.16,18.64.141.129,TCP,66,[]
6616,54.519157,10.200.52.16,104.18.2.161,UDP,88,[]
3359,31.044428,10.200.52.16,18.64.141.129,TCP,66,[]
7756,70.940736,18.64.141.129,10.200.52.16,TCP,1494,[]
184,0.551095,10.200.52.16,18.64.141.129,TCP,54,[]
16444,170.907179,10.200.52.16,18.64.141.129,TCP,54,[]
12655,131.163859,10.200.52.16,18.64.141.129,TCP,54,[]
17223,181.231519,18.64.141.129,10.200.52.16,TCP,1494,[]
9115,90.662007,10.200.52.16,18.64.141.129,TCP,54,[]
17250,181.250921,18.64.141.129,10.200.52.16,TCP,1494,[]
4006,40.976028,18.64.141.129,10.200.52.16,TCP,1494,[]
15236,160.799182,10.200.52.16,18.64.141.129,TCP,66,[]
6514,54.079031,104.18.2.161,10.200.52.16,UDP,1184,[]
16080,170.743384,18.64.141.129,10.200.52.16,TCP,1494,[]
4568,41.721406,18.64.141.129,10.200.52.16,TCP,1494,[]
13256,139.199725,172.217.17.35,10.200.52.16,UDP,1292,[]
6604,54.511398,10.200.52.16,104.18.2.161,UDP,88,[]
10687,110.613876,18.64.141.129,10.200.52.16,TCP,1494,[]
10849,110.771951,10.200.52.16,18.64.141.129,TCP,54,[]
16168,170.890188,10.200.52.16,18.64.141.129,TCP,66,[]
18632,201.6766,18.64.141.129,10.200.52.16,TCP,1494,[]
17777,191.471538,18.64.141.129,10.200.52.16,TCP,1494,[]
1962,20.762624,18.64.141.129,10.200.52.16,TCP,1494,[]
4993,47.200682,10.200.52.16,104.18.2.161,UDP,87,[]
4892,46.091891,8.8.4.4,10.200.52.16,DNS,146,[]
14331,150.777499,18.64.141.129,10.200.52.16,TCP,1494,[]
14008,140.945024,18.64.141.129,10.200.52.16,TCP,1494,[]
8040,71.023019,18.64.141.129,10.200.52.16,TCP,1494,[]
5870,51.030293,10.200.52.16,18.64.141.129,TCP,54,[]
9571,90.991049,10.200.52.16,18.64.141.129,TCP,54,[]
14588,150.938406,18.64.141.129,10.200.52.16,TCP,1494,[]
5306,50.372346,10.200.52.16,18.64.141.129,TCP,54,[]
6227,51.83651,10.200.52.16,104.18.2.161,UDP,87,[]
17754,191.397302,18.64.141.129,10.200.52.16,TCP,1494,[]
10940,110.786474,10.200.52.16,18.64.141.129,TCP,66,[]
17233,181.231758,18.64.141.129,10.200.52.16,TCP,1138,[]
1252,10.781087,10.200.52.16,18.64.141.129,TCP,54,[]
3177,30.7479,18.64.141.129,10.200.52.16,TCP,1494,[]
13265,139.308309,172.217.17.35,10.200.52.16,UDP,64,[]
3360,31.04444,10.200.52.16,18.64.141.129,TCP,54,[]
16997,181.173199,10.200.52.16,18.64.141.129,TCP,90,[]
308,0.561832,18.64.141.129,10.200.52.16,TCP,1494,[]
13581,140.76449,10.200.52.16,18.64.141.129,TCP,54,[]
19844,220.800604,10.200.52.16,18.64.141.129,TCP,54,[]
18985,210.827006,18.64.141.129,10.200.52.16,TCP,1494,[]
15659,161.081133,10.200.52.16,18.64.141.129,TCP,66,[]
6321,52.246785,104.18.2.161,10.200.52.16,UDP,975,[]
11482,118.537705,35.244.233.98,10.200.52.16,TCP,66,[]
17423,190.667087,18.64.141.129,10.200.52.16,TCP,1494,[]
15940,170.727727,18.64.141.129,10.200.52.16,TCP,1494,[]
7412,70.47936,18.64.141.129,10.200.52.16,TCP,1494,[]
7539,70.775482,10.200.52.16,18.64.141.129,TCP,54,[]
12581,131.085769,18.64.141.129,10.200.52.16,TCP,1494,[]
19309,211.053119,10.200.52.16,18.64.141.129,TCP,66,[]
17807,191.549656,10.200.52.16,18.64.141.129,TCP,54,[]
12226,120.981718,18.64.141.129,10.200.52.16,TCP,1494,[]
1052,10.634313,10.200.52.16,18.64.141.129,TCP,66,[]
12262,121.093857,18.64.141.129,10.200.52.16,TCP,1494,[]
14520,150.929608,18.64.141.129,10.200.52.16,TCP,1494,[]
11411,112.541391,172.217.19.202,10.200.52.16,UDP,66,[]
9222,90.81483,18.64.141.129,10.200.52.16,TCP,1494,[]
8465,81.03906,10.200.52.16,18.64.141.129,TCP,66,[]
10235,101.184728,18.64.141.129,10.200.52.16,TCP,1494,[]
4764,44.023766,104.18.2.161,10.200.52.16,UDP,549,[]
9063,90.64914,10.200.52.16,18.64.141.129,TCP,66,[]
1875,20.611407,18.64.141.129,10.200.52.16,TCP,1494,[]
16624,180.862443,10.200.52.16,18.64.141.129,TCP,66,[]
9279,90.825735,18.64.141.129,10.200.52.16,TCP,1494,[]
9666,91.101402,18.64.141.129,10.200.52.16,TCP,1494,[]
7283,61.041433,18.64.141.129,10.200.52.16,TCP,1494,[]
11413,112.542767,10.200.52.16,172.217.19.202,UDP,73,[]
9009,90.494011,10.200.52.16,18.64.141.129,TCP,66,[]
7000,60.867609,10.200.52.16,18.64.141.129,TCP,54,[]
10379,101.235286,18.64.141.129,10.200.52.16,TCP,403,[]
13683,140.903044,10.200.52.16,18.64.141.129,TCP,54,[]
4323,41.531407,10.200.52.16,18.64.141.129,TCP,54,[]
19681,220.34622,18.64.141.129,10.200.52.16,TCP,1494,[]
9449,90.970399,10.200.52.16,18.64.141.129,TCP,54,[]
5832,51.014536,10.200.52.16,18.64.141.129,TCP,54,[]
18434,201.331756,172.217.17.35,10.200.52.16,UDP,69,[]
16813,181.099634,10.200.52.16,18.64.141.129,TCP,66,[]
192,0.551958,18.64.141.129,10.200.52.16,TCP,620,[]
8685,81.196562,18.64.141.129,10.200.52.16,TCP,1494,[]
8101,76.17698,10.200.52.16,142.250.181.46,UDP,1292,[]
12902,131.236272,18.64.141.129,10.200.52.16,TCP,1494,[]
13234,137.929611,192.249.116.249,10.200.52.16,TLSv1.2,289,[]
12630,131.106813,18.64.141.129,10.200.52.16,TCP,1494,[]
4486,41.667174,18.64.141.129,10.200.52.16,TCP,1494,[]
9784,100.695414,18.64.141.129,10.200.52.16,TCP,1494,[]
11671,120.78908,18.64.141.129,10.200.52.16,TCP,1494,[]
8616,81.17649,18.64.141.129,10.200.52.16,TCP,1494,[]
3925,40.899108,18.64.141.129,10.200.52.16,TCP,1494,[]
9941,101.000728,10.200.52.16,18.64.141.129,TCP,54,[]
19893,220.827174,10.200.52.16,18.64.141.129,TCP,54,[]
19102,210.896625,18.64.141.129,10.200.52.16,TCP,1494,[]
16763,181.019452,10.200.52.16,18.64.141.129,TCP,54,[]
16318,170.893381,18.64.141.129,10.200.52.16,TCP,1494,[]
17923,191.82617,18.64.141.129,10.200.52.16,TCP,1494,[]
15199,160.795324,18.64.141.129,10.200.52.16,TCP,1494,[]
7851,70.969661,18.64.141.129,10.200.52.16,TCP,1494,[]
10855,110.772502,10.200.52.16,18.64.141.129,TCP,54,[]
12427,130.925993,18.64.141.129,10.200.52.16,TCP,1494,[]
18393,201.253941,10.200.52.16,172.217.17.35,UDP,1292,[]
16062,170.74098,10.200.52.16,18.64.141.129,TCP,54,[]
3114,30.742487,10.200.52.16,18.64.141.129,TCP,66,[]
3304,31.038541,10.200.52.16,18.64.141.129,TCP,54,[]
14443,150.916366,10.200.52.16,18.64.141.129,TCP,66,[]
9537,90.985199,18.64.141.129,10.200.52.16,TCP,1494,[]
13580,140.764472,18.64.141.129,10.200.52.16,TCP,1494,[]
15550,160.961113,10.200.52.16,18.64.141.129,TCP,54,[]
1691,13.240216,10.200.52.16,8.8.8.8,TCP,54,[]
16414,170.90425,10.200.52.16,18.64.141.129,TCP,66,[]
11144,110.936168,10.200.52.16,18.64.141.129,TCP,54,[]
5049,47.642677,10.200.52.16,104.18.2.161,UDP,87,[]
13305,140.44945,18.64.141.129,10.200.52.16,TCP,1494,[]
7118,60.89747,18.64.141.129,10.200.52.16,TCP,1494,[]
3309,31.038624,10.200.52.16,18.64.141.129,TCP,54,[]
1505,10.802748,10.200.52.16,18.64.141.129,TCP,90,[]
14476,150.921162,18.64.141.129,10.200.52.16,TCP,1494,[]
1807,20.458485,10.200.52.16,18.64.141.129,TCP,66,[]
3872,40.635597,10.200.52.16,18.64.141.129,TCP,89,[]
9481,90.975921,18.64.141.129,10.200.52.16,TCP,1494,[]
3792,37.645319,104.225.98.129,10.200.52.16,TCP,60,[]
20287,221.069105,18.64.141.129,10.200.52.16,TCP,1494,[]
14155,150.615557,10.200.52.16,18.64.141.129,TCP,54,[]
2787,24.638956,172.217.17.46,10.200.52.16,UDP,69,[]
9260,90.822182,18.64.141.129,10.200.52.16,TCP,1494,[]
18685,201.741262,10.200.52.16,18.64.141.129,TCP,54,[]
13679,140.90253,18.64.141.129,10.200.52.16,TCP,1494,[]
1718,15.05502,10.200.52.16,172.217.17.35,UDP,706,[]
2697,21.579732,10.200.52.16,172.217.19.170,UDP,198,[]
14644,150.944157,18.64.141.129,10.200.52.16,TCP,1494,[]
1849,20.609092,18.64.141.129,10.200.52.16,TCP,1494,[]
4513,41.682937,10.200.52.16,18.64.141.129,TCP,66,[]
18552,201.572339,18.64.141.129,10.200.52.16,TCP,1494,[]
14004,140.944648,18.64.141.129,10.200.52.16,TCP,1494,[]
10624,110.017592,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
16561,180.709511,10.200.52.16,18.64.141.129,TCP,54,[]
12853,131.230177,18.64.141.129,10.200.52.16,TCP,1494,[]
6623,56.019242,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
3436,31.050283,18.64.141.129,10.200.52.16,TCP,1494,[]
16865,181.13062,18.64.141.129,10.200.52.16,TCP,1494,[]
15540,160.95993,10.200.52.16,18.64.141.129,TCP,54,[]
13513,140.754418,10.200.52.16,18.64.141.129,TCP,54,[]
143,0.409163,10.200.52.16,18.64.141.129,TCP,66,[]
6772,60.596473,10.200.52.16,18.64.141.129,TCP,54,[]
17787,191.50477,18.64.141.129,10.200.52.16,TCP,1494,[]
11176,110.940274,10.200.52.16,18.64.141.129,TCP,66,[]
6993,60.77942,18.64.141.129,10.200.52.16,TCP,1494,[]
16564,180.710071,10.200.52.16,18.64.141.129,TCP,54,[]
1648,10.931454,10.200.52.16,18.64.141.129,TCP,54,[]
18550,201.567165,10.200.52.16,18.64.141.129,TCP,54,[]
14942,159.453682,18.64.141.129,10.200.52.16,TCP,60,[]
14293,150.773712,18.64.141.129,10.200.52.16,TCP,1494,[]
13483,140.751204,18.64.141.129,10.200.52.16,TCP,1494,[]
17460,190.740869,18.64.141.129,10.200.52.16,TCP,1494,[]
11602,120.640943,18.64.141.129,10.200.52.16,TCP,1494,[]
1118,10.635114,18.64.141.129,10.200.52.16,TCP,1494,[]
14574,150.936971,10.200.52.16,18.64.141.129,TCP,90,[]
1757,19.999821,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
498,0.719057,18.64.141.129,10.200.52.16,TCP,1494,[]
6752,60.589202,18.64.141.129,10.200.52.16,TCP,1494,[]
12301,129.334764,172.217.17.46,10.200.52.16,UDP,66,[]
871,10.175892,10.200.52.16,18.64.141.129,TCP,54,[]
3358,31.044413,10.200.52.16,18.64.141.129,TCP,74,[]
9105,90.660119,18.64.141.129,10.200.52.16,TCP,1494,[]
7679,70.820452,18.64.141.129,10.200.52.16,TCP,1494,[]
722,0.736412,10.200.52.16,18.64.141.129,TCP,66,[]
10998,110.916487,10.200.52.16,18.64.141.129,TCP,66,[]
11266,110.950664,10.200.52.16,18.64.141.129,TCP,54,[]
887,10.325967,10.200.52.16,18.64.141.129,TCP,66,[]
20010,220.957548,18.64.141.129,10.200.52.16,TCP,1494,[]
18246,200.87513,18.64.141.129,10.200.52.16,TCP,1494,[]
18644,201.69081,18.64.141.129,10.200.52.16,TCP,1494,[]
8348,80.986881,10.200.52.16,18.64.141.129,TCP,66,[]
9713,94.296377,172.217.17.46,10.200.52.16,UDP,318,[]
15589,160.964048,18.64.141.129,10.200.52.16,TCP,1494,[]
8103,76.187053,142.250.181.46,10.200.52.16,UDP,670,[]
4877,46.075264,8.8.4.4,10.200.52.16,TCP,66,[]
10939,110.786463,18.64.141.129,10.200.52.16,TCP,1494,[]
16926,181.163332,10.200.52.16,18.64.141.129,TCP,66,[]
16994,181.173039,18.64.141.129,10.200.52.16,TCP,1494,[]
315,0.562284,10.200.52.16,18.64.141.129,TCP,54,[]
18702,201.758587,18.64.141.129,10.200.52.16,TCP,1494,[]
19340,211.073995,18.64.141.129,10.200.52.16,TCP,1494,[]
19684,220.34743,18.64.141.129,10.200.52.16,TCP,1494,[]
17687,191.22775,18.64.141.129,10.200.52.16,TCP,1494,[]
5851,51.022872,18.64.141.129,10.200.52.16,TCP,1494,[]
6130,51.371543,Cisco_4e:62:09,CDP/VTP/DTP/PAgP/UDLD,DTP,90,[]
5448,50.697909,18.64.141.129,10.200.52.16,TCP,1494,[]
3130,30.743636,10.200.52.16,18.64.141.129,TCP,54,[]
16280,170.892919,10.200.52.16,18.64.141.129,TCP,66,[]
15633,160.968767,18.64.141.129,10.200.52.16,TCP,1494,[]
911,10.327751,18.64.141.129,10.200.52.16,TCP,1494,[]
3969,40.903096,10.200.52.16,18.64.141.129,TCP,90,[]
16972,181.170511,18.64.141.129,10.200.52.16,TCP,1494,[]
10166,101.169322,10.200.52.16,18.64.141.129,TCP,66,[]
337,0.564209,18.64.141.129,10.200.52.16,TCP,1494,[]
18727,201.783586,10.200.52.16,18.64.141.129,TCP,66,[]
17052,181.177076,18.64.141.129,10.200.52.16,TCP,1494,[]
2986,30.588799,18.64.141.129,10.200.52.16,TCP,1494,[]
10879,110.77638,18.64.141.129,10.200.52.16,TCP,1494,[]
15917,170.720233,10.200.52.16,18.64.141.129,TCP,66,[]
11670,120.789004,10.200.52.16,18.64.141.129,TCP,54,[]
13908,140.934811,18.64.141.129,10.200.52.16,TCP,1494,[]
11002,110.916916,10.200.52.16,18.64.141.129,TCP,54,[]
4821,45.255196,104.18.2.161,10.200.52.16,UDP,763,[]
12101,120.966337,18.64.141.129,10.200.52.16,TCP,1494,[]
19185,210.978848,10.200.52.16,18.64.141.129,TCP,82,[]
7244,60.930614,18.64.141.129,10.200.52.16,TCP,1494,[]
14080,150.415151,52.109.77.1,10.200.52.16,TCP,1514,[]
11875,120.941199,10.200.52.16,18.64.141.129,TCP,66,[]
14521,150.92968,10.200.52.16,18.64.141.129,TCP,82,[]
8264,80.718888,18.64.141.129,10.200.52.16,TCP,1494,[]
6856,60.739836,10.200.52.16,18.64.141.129,TCP,54,[]
8598,81.172408,10.200.52.16,18.64.141.129,TCP,54,[]
17323,190.015054,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
6902,60.754499,10.200.52.16,18.64.141.129,TCP,54,[]
9950,101.001656,10.200.52.16,18.64.141.129,TCP,54,[]
1446,10.798361,18.64.141.129,10.200.52.16,TCP,1494,[]
16573,180.710939,10.200.52.16,18.64.141.129,TCP,54,[]
14822,151.06332,10.200.52.16,18.64.141.129,TCP,54,[]
1696,13.355681,172.217.19.173,10.200.52.16,UDP,66,[]
11085,110.928119,10.200.52.16,18.64.141.129,TCP,54,[]
16153,170.889781,10.200.52.16,18.64.141.129,TCP,66,[]
13384,140.601239,18.64.141.129,10.200.52.16,TCP,1494,[]
1631,10.930561,18.64.141.129,10.200.52.16,TCP,1494,[]
270,0.558765,10.200.52.16,18.64.141.129,TCP,66,[]
1882,20.612282,18.64.141.129,10.200.52.16,TCP,1494,[]
14524,150.930836,10.200.52.16,18.64.141.129,TCP,74,[]
13901,140.933615,18.64.141.129,10.200.52.16,TCP,1494,[]
5075,48.068481,104.18.2.161,10.200.52.16,UDP,128,[]
5510,50.820709,18.64.141.129,10.200.52.16,TCP,1494,[]
19222,211.004947,18.64.141.129,10.200.52.16,TCP,1494,[]
16866,181.13066,10.200.52.16,18.64.141.129,TCP,54,[]
17264,181.251998,10.200.52.16,18.64.141.129,TCP,54,[]
2536,21.062383,18.64.141.129,10.200.52.16,TCP,1494,[]
11070,110.926286,18.64.141.129,10.200.52.16,TCP,1494,[]
19055,210.865937,18.64.141.129,10.200.52.16,TCP,1494,[]
14681,150.949182,10.200.52.16,18.64.141.129,TCP,90,[]
187,0.551463,10.200.52.16,18.64.141.129,TCP,54,[]
11972,120.952823,10.200.52.16,18.64.141.129,TCP,54,[]
5559,50.847247,18.64.141.129,10.200.52.16,TCP,1494,[]
19993,220.871559,18.64.141.129,10.200.52.16,TCP,1494,[]
17952,191.903362,18.64.141.129,10.200.52.16,TCP,1494,[]
6588,54.497541,104.18.2.161,10.200.52.16,UDP,1242,[]
20360,224.034426,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
3916,40.805503,172.67.184.243,10.200.52.16,TCP,60,[]
447,0.711854,18.64.141.129,10.200.52.16,TCP,1494,[]
19237,211.009109,10.200.52.16,18.64.141.129,TCP,54,[]
14032,142.016377,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
7125,60.898919,18.64.141.129,10.200.52.16,TCP,1494,[]
2441,21.001875,18.64.141.129,10.200.52.16,TCP,1494,[]
3104,30.74146,10.200.52.16,18.64.141.129,TCP,66,[]
11089,110.928951,18.64.141.129,10.200.52.16,TCP,1494,[]
7693,70.825553,10.200.52.16,18.64.141.129,TCP,54,[]
6095,51.218505,172.217.19.173,10.200.52.16,UDP,66,[]
9487,90.976602,18.64.141.129,10.200.52.16,TCP,1494,[]
18333,201.077031,18.64.141.129,10.200.52.16,TCP,1494,[]
13224,137.059921,10.200.52.16,192.249.116.249,TLSv1.2,102,[]
688,0.733077,18.64.141.129,10.200.52.16,TCP,1494,[]
5209,49.526977,10.200.52.16,104.18.2.161,UDP,87,[]
8418,81.025622,10.200.52.16,18.64.141.129,TCP,54,[]
10346,101.197219,18.64.141.129,10.200.52.16,TCP,1494,[]
4921,46.49641,104.18.2.161,10.200.52.16,UDP,1210,[]
19091,210.888889,18.64.141.129,10.200.52.16,TCP,1494,[]
5463,50.704203,10.200.52.16,18.64.141.129,TCP,54,[]
13758,140.913901,10.200.52.16,18.64.141.129,TCP,54,[]
18112,200.380473,18.64.141.129,10.200.52.16,TCP,1494,[]
17817,191.571759,10.200.52.16,18.64.141.129,TCP,54,[]
1290,10.784275,10.200.52.16,18.64.141.129,TCP,54,[]
12774,131.209791,18.64.141.129,10.200.52.16,TCP,1494,[]
18995,210.82725,10.200.52.16,18.64.141.129,TCP,66,[]
10693,110.614864,18.64.141.129,10.200.52.16,TCP,1494,[]
10336,101.196483,18.64.141.129,10.200.52.16,TCP,1494,[]
19959,220.85926,18.64.141.129,10.200.52.16,TCP,1494,[]
18997,210.827355,10.200.52.16,18.64.141.129,TCP,54,[]
19856,220.807627,10.200.52.16,18.64.141.129,TCP,54,[]
11906,120.945667,10.200.52.16,18.64.141.129,TCP,66,[]
20006,220.957548,18.64.141.129,10.200.52.16,TCP,1494,[]
15831,170.571243,18.64.141.129,10.200.52.16,TCP,1494,[]
15736,170.271014,18.64.141.129,10.200.52.16,TCP,1494,[]
12159,120.972347,10.200.52.16,18.64.141.129,TCP,54,[]
12454,131.042241,18.64.141.129,10.200.52.16,TCP,1494,[]
6080,51.131239,104.18.2.161,10.200.52.16,UDP,1242,[]
5458,50.7027,10.200.52.16,18.64.141.129,TCP,66,[]
20334,221.098705,18.64.141.129,10.200.52.16,TCP,1494,[]
11350,111.03586,10.200.52.16,18.64.141.129,TCP,54,[]
12058,120.962487,10.200.52.16,18.64.141.129,TCP,54,[]
4132,41.249498,10.200.52.16,18.64.141.129,TCP,66,[]
16352,170.897072,10.200.52.16,18.64.141.129,TCP,66,[]
15409,160.944598,10.200.52.16,18.64.141.129,TCP,54,[]
17874,191.708927,10.200.52.16,18.64.141.129,TCP,54,[]
4135,41.25877,18.64.141.129,10.200.52.16,TCP,1494,[]
9276,90.824932,18.64.141.129,10.200.52.16,TCP,1494,[]
862,10.175438,18.64.141.129,10.200.52.16,TCP,1494,[]
13405,140.603535,18.64.141.129,10.200.52.16,TCP,1494,[]
1943,20.761037,10.200.52.16,18.64.141.129,TCP,54,[]
10296,101.192078,18.64.141.129,10.200.52.16,TCP,1494,[]
4332,41.53882,10.200.52.16,18.64.141.129,TCP,54,[]
14120,150.465914,18.64.141.129,10.200.52.16,TCP,1494,[]
3971,40.903193,10.200.52.16,18.64.141.129,TCP,90,[]
18284,200.972289,18.64.141.129,10.200.52.16,TCP,1494,[]
12852,131.230119,10.200.52.16,18.64.141.129,TCP,66,[]
13194,136.391284,10.200.52.16,172.217.21.37,TCP,54,[]
2776,24.382041,13.107.6.158,10.200.52.16,TCP,60,[]
4146,41.278818,10.200.52.16,18.64.141.129,TCP,54,[]
18607,201.64302,18.64.141.129,10.200.52.16,TCP,1494,[]
2412,20.933023,10.200.52.16,18.64.141.129,TCP,54,[]
15458,160.951352,18.64.141.129,10.200.52.16,TCP,1494,[]
1547,10.805532,10.200.52.16,18.64.141.129,TCP,90,[]
6954,60.76894,18.64.141.129,10.200.52.16,TCP,1494,[]
3136,30.744113,10.200.52.16,18.64.141.129,TCP,54,[]
13233,137.928909,192.249.116.249,10.200.52.16,TCP,60,[]
15628,160.967878,10.200.52.16,18.64.141.129,TCP,54,[]
19640,213.309417,172.217.17.46,10.200.52.16,UDP,656,[]
14716,150.951954,18.64.141.129,10.200.52.16,TCP,1494,[]
3806,37.749985,104.225.98.129,10.200.52.16,TCP,1514,[]
19110,210.899644,18.64.141.129,10.200.52.16,TCP,1494,[]
16648,180.979567,18.64.141.129,10.200.52.16,TCP,1494,[]
15161,160.790403,10.200.52.16,18.64.141.129,TCP,54,[]
6775,60.597638,10.200.52.16,18.64.141.129,TCP,54,[]
14063,150.317045,18.64.141.129,10.200.52.16,TCP,1494,[]
10021,101.012398,18.64.141.129,10.200.52.16,TCP,1494,[]
3328,31.040241,18.64.141.129,10.200.52.16,TCP,1494,[]
7383,70.322762,10.200.52.16,18.64.141.129,TCP,54,[]
1263,10.781999,10.200.52.16,18.64.141.129,TCP,54,[]
13118,131.389384,142.250.181.46,10.200.52.16,UDP,119,[]
13456,140.747937,10.200.52.16,18.64.141.129,TCP,54,[]
6583,54.497194,104.18.2.161,10.200.52.16,UDP,1242,[]
5022,47.53559,10.200.52.16,104.18.2.161,UDP,87,[]
12584,131.085832,10.200.52.16,18.64.141.129,TCP,90,[]
14996,160.486437,18.64.141.129,10.200.52.16,TCP,1494,[]
11414,112.558972,172.217.19.202,10.200.52.16,UDP,162,[]
9803,100.698731,18.64.141.129,10.200.52.16,TCP,1494,[]
4109,41.213236,18.64.141.129,10.200.52.16,TCP,1494,[]
5214,49.628644,104.18.2.161,10.200.52.16,UDP,1242,[]
3256,30.925709,10.200.52.16,18.64.141.129,TCP,54,[]
