No.,Time,Source,Destination,Protocol,Length,URLs
5977,51.069548,10.200.52.16,18.64.141.129,TCP,54,[]
3371,31.044929,18.64.141.129,10.200.52.16,TCP,1494,[]
19820,220.694229,10.200.52.16,18.64.141.129,TCP,54,[]
12295,129.140508,172.217.19.202,10.200.52.16,UDP,66,[]
19398,211.103,18.64.141.129,10.200.52.16,TCP,1494,[]
16892,181.159385,18.64.141.129,10.200.52.16,TCP,721,[]
15859,170.573681,10.200.52.16,18.64.141.129,TCP,66,[]
15856,170.573509,18.64.141.129,10.200.52.16,TCP,1494,[]
1055,10.634569,18.64.141.129,10.200.52.16,TCP,1494,[]
14149,150.614498,18.64.141.129,10.200.52.16,TCP,1494,[]
19620,211.244078,10.200.52.16,18.64.141.129,TCP,90,[]
16904,181.160687,18.64.141.129,10.200.52.16,TCP,1494,[]
18034,192.098879,18.64.141.129,10.200.52.16,TCP,1494,[]
8857,81.243176,18.64.141.129,10.200.52.16,TCP,1494,[]
7003,60.867941,18.64.141.129,10.200.52.16,TCP,1494,[]
7904,70.984303,18.64.141.129,10.200.52.16,TCP,1494,[]
1737,15.338666,172.217.17.35,10.200.52.16,UDP,67,[]
11540,120.487437,10.200.52.16,18.64.141.129,TCP,54,[]
1569,10.806996,10.200.52.16,18.64.141.129,TCP,90,[]
463,0.713454,18.64.141.129,10.200.52.16,TCP,1494,[]
744,0.739019,10.200.52.16,18.64.141.129,TCP,54,[]
8415,81.024623,10.200.52.16,18.64.141.129,TCP,54,[]
20280,221.06664,10.200.52.16,18.64.141.129,TCP,66,[]
3995,40.937408,10.200.52.16,18.64.141.129,TCP,90,[]
14843,151.065621,10.200.52.16,18.64.141.129,TCP,54,[]
8818,81.23377,10.200.52.16,18.64.141.129,TCP,54,[]
9309,90.946299,18.64.141.129,10.200.52.16,TCP,1494,[]
10655,110.46514,18.64.141.129,10.200.52.16,TCP,1494,[]
6285,52.109974,10.200.52.16,172.217.19.202,UDP,74,[]
15529,160.959631,18.64.141.129,10.200.52.16,TCP,1494,[]
18715,201.772098,18.64.141.129,10.200.52.16,TCP,1494,[]
18325,201.056998,18.64.141.129,10.200.52.16,TCP,1494,[]
18288,200.978883,18.64.141.129,10.200.52.16,TCP,1494,[]
5495,50.813337,18.64.141.129,10.200.52.16,TCP,1494,[]
14187,150.620528,10.200.52.16,18.64.141.129,TCP,66,[]
14858,151.067988,10.200.52.16,18.64.141.129,TCP,54,[]
8649,81.185108,18.64.141.129,10.200.52.16,TCP,1494,[]
10472,101.293925,18.64.141.129,10.200.52.16,TCP,620,[]
8282,80.834302,18.64.141.129,10.200.52.16,TCP,1109,[]
4336,41.54449,18.64.141.129,10.200.52.16,TCP,1494,[]
10814,110.767328,10.200.52.16,18.64.141.129,TCP,54,[]
13787,140.916769,10.200.52.16,18.64.141.129,TCP,54,[]
16717,181.014068,18.64.141.129,10.200.52.16,TCP,1494,[]
19416,211.106105,18.64.141.129,10.200.52.16,TCP,1494,[]
5115,48.763637,104.18.2.161,10.200.52.16,UDP,180,[]
7175,60.913491,18.64.141.129,10.200.52.16,TCP,1494,[]
8588,81.170301,18.64.141.129,10.200.52.16,TCP,1494,[]
19956,220.857323,10.200.52.16,18.64.141.129,TCP,54,[]
5213,49.619862,10.200.52.16,224.0.0.251,MDNS,79,[]
3642,32.084771,8.8.4.4,10.200.52.16,TCP,60,[]
9953,101.00189,10.200.52.16,18.64.141.129,TCP,54,[]
9035,90.642659,10.200.52.16,18.64.141.129,TCP,54,[]
19184,210.978773,18.64.141.129,10.200.52.16,TCP,1494,[]
22,0.252681,18.64.141.129,10.200.52.16,TCP,1494,[]
3719,34.122737,10.200.52.16,13.107.6.158,TLSv1.2,159,[]
2903,30.436953,18.64.141.129,10.200.52.16,TCP,1494,[]
16712,181.013706,18.64.141.129,10.200.52.16,TCP,1494,[]
11991,120.955804,10.200.52.16,18.64.141.129,TCP,66,[]
5535,50.836799,18.64.141.129,10.200.52.16,TCP,1494,[]
12770,131.208858,10.200.52.16,18.64.141.129,TCP,54,[]
11043,110.922276,18.64.141.129,10.200.52.16,TCP,1494,[]
780,0.889391,172.67.184.243,10.200.52.16,TCP,66,[]
12461,131.042791,10.200.52.16,18.64.141.129,TCP,66,[]
7421,70.480725,18.64.141.129,10.200.52.16,TCP,1494,[]
19162,210.95663,10.200.52.16,18.64.141.129,TCP,66,[]
14095,150.462636,10.200.52.16,18.64.141.129,TCP,54,[]
6529,54.182868,10.200.52.16,104.18.2.161,UDP,86,[]
3432,31.049997,18.64.141.129,10.200.52.16,TCP,1494,[]
19849,220.804115,18.64.141.129,10.200.52.16,TCP,1494,[]
19447,211.123456,10.200.52.16,18.64.141.129,TCP,90,[]
11936,120.948699,18.64.141.129,10.200.52.16,TCP,1494,[]
15120,160.784497,18.64.141.129,10.200.52.16,TCP,1494,[]
4260,41.471913,18.64.141.129,10.200.52.16,TCP,1494,[]
4726,43.52062,8.8.4.4,10.200.52.16,TCP,60,[]
1470,10.800112,18.64.141.129,10.200.52.16,TCP,1494,[]
12907,131.236707,18.64.141.129,10.200.52.16,TCP,1494,[]
14403,150.884312,18.64.141.129,10.200.52.16,TCP,1494,[]
18992,210.827006,18.64.141.129,10.200.52.16,TCP,1494,[]
19710,220.521782,10.200.52.16,18.64.141.129,TCP,90,[]
15574,160.962895,18.64.141.129,10.200.52.16,TCP,1494,[]
16793,181.022646,10.200.52.16,18.64.141.129,TCP,54,[]
8425,81.028451,18.64.141.129,10.200.52.16,TCP,1494,[]
369,0.701908,10.200.52.16,18.64.141.129,TCP,54,[]
18738,201.794886,18.64.141.129,10.200.52.16,TCP,1494,[]
11786,120.804508,18.64.141.129,10.200.52.16,TCP,1494,[]
9608,90.996105,18.64.141.129,10.200.52.16,TCP,1494,[]
16393,170.902091,10.200.52.16,18.64.141.129,TCP,66,[]
9492,90.977383,18.64.141.129,10.200.52.16,TCP,1494,[]
65,0.401682,18.64.141.129,10.200.52.16,TCP,1494,[]
11385,111.067482,18.64.141.129,10.200.52.16,TCP,1494,[]
4211,41.400119,10.200.52.16,18.64.141.129,TCP,54,[]
13081,131.348258,18.64.141.129,10.200.52.16,TCP,1494,[]
15105,160.782615,10.200.52.16,18.64.141.129,TCP,54,[]
17559,190.922389,10.200.52.16,18.64.141.129,TCP,66,[]
1722,15.187649,172.217.17.35,10.200.52.16,UDP,66,[]
15069,160.642652,18.64.141.129,10.200.52.16,TCP,1494,[]
5325,50.458853,104.18.2.161,10.200.52.16,UDP,1242,[]
4061,41.144074,10.200.52.16,18.64.141.129,TCP,74,[]
7281,61.041197,10.200.52.16,18.64.141.129,TCP,66,[]
10684,110.613579,10.200.52.16,18.64.141.129,TCP,66,[]
1825,20.607302,18.64.141.129,10.200.52.16,TCP,1494,[]
15883,170.57623,18.64.141.129,10.200.52.16,TCP,1494,[]
18292,200.989166,18.64.141.129,10.200.52.16,TCP,1494,[]
2356,20.928443,10.200.52.16,18.64.141.129,TCP,66,[]
18170,200.698472,10.200.52.16,18.64.141.129,TCP,66,[]
16021,170.736336,18.64.141.129,10.200.52.16,TCP,1494,[]
3233,30.752827,18.64.141.129,10.200.52.16,TCP,1494,[]
16298,170.89311,10.200.52.16,18.64.141.129,TCP,66,[]
1919,20.75941,10.200.52.16,18.64.141.129,TCP,54,[]
14009,140.945039,10.200.52.16,18.64.141.129,TCP,54,[]
1570,10.807121,18.64.141.129,10.200.52.16,TCP,1494,[]
1832,20.607685,18.64.141.129,10.200.52.16,TCP,1494,[]
8540,81.118942,18.64.141.129,10.200.52.16,TCP,1494,[]
1243,10.780668,18.64.141.129,10.200.52.16,TCP,1494,[]
20154,221.02298,18.64.141.129,10.200.52.16,TCP,1494,[]
9352,90.954184,18.64.141.129,10.200.52.16,TCP,1494,[]
12289,127.3768,Cisco_07:9d:d9,LLDP_Multicast,LLDP,82,[]
11837,120.814268,18.64.141.129,10.200.52.16,TCP,1494,[]
4657,41.842009,8.8.4.4,10.200.52.16,TCP,66,[]
13716,140.908845,10.200.52.16,18.64.141.129,TCP,66,[]
8999,90.491727,18.64.141.129,10.200.52.16,TCP,1494,[]
13790,140.917122,10.200.52.16,18.64.141.129,TCP,54,[]
12491,131.046471,18.64.141.129,10.200.52.16,TCP,1494,[]
12429,130.926123,18.64.141.129,10.200.52.16,TCP,1494,[]
1326,10.786983,18.64.141.129,10.200.52.16,TCP,1494,[]
8344,80.986515,18.64.141.129,10.200.52.16,TCP,1494,[]
18636,201.680204,18.64.141.129,10.200.52.16,TCP,1494,[]
16954,181.168918,18.64.141.129,10.200.52.16,TCP,1494,[]
8894,81.266979,18.64.141.129,10.200.52.16,TCP,1494,[]
4860,45.856521,104.18.2.161,10.200.52.16,UDP,870,[]
7491,70.635628,18.64.141.129,10.200.52.16,TCP,1494,[]
20247,221.055224,18.64.141.129,10.200.52.16,TCP,1494,[]
11848,120.815733,10.200.52.16,18.64.141.129,TCP,82,[]
13192,136.391143,172.217.21.37,10.200.52.16,TLSv1.2,167,[]
1223,10.778122,10.200.52.16,18.64.141.129,TCP,66,[]
1778,20.305388,10.200.52.16,18.64.141.129,TCP,89,[]
18849,208.725872,35.244.233.98,10.200.52.16,TCP,66,[]
19242,211.010359,18.64.141.129,10.200.52.16,TCP,1494,[]
15288,160.805271,10.200.52.16,18.64.141.129,TCP,66,[]
12995,131.286149,10.200.52.16,18.64.141.129,TCP,54,[]
11134,110.93518,18.64.141.129,10.200.52.16,TCP,1494,[]
14365,150.782752,10.200.52.16,18.64.141.129,TCP,66,[]
12725,131.204831,18.64.141.129,10.200.52.16,TCP,1494,[]
8702,81.20045,10.200.52.16,18.64.141.129,TCP,54,[]
19099,210.894255,18.64.141.129,10.200.52.16,TCP,1494,[]
6401,53.177067,104.18.2.161,10.200.52.16,UDP,1242,[]
17104,181.182025,18.64.141.129,10.200.52.16,TCP,1494,[]
749,0.739679,18.64.141.129,10.200.52.16,TCP,1494,[]
7272,61.004773,10.200.52.16,18.64.141.129,TCP,54,[]
5247,49.846598,10.200.52.16,104.18.2.161,UDP,88,[]
1260,10.781852,18.64.141.129,10.200.52.16,TCP,1494,[]
7174,60.912299,10.200.52.16,18.64.141.129,TCP,54,[]
1889,20.61289,18.64.141.129,10.200.52.16,TCP,1494,[]
11883,120.942378,10.200.52.16,18.64.141.129,TCP,54,[]
712,0.735085,10.200.52.16,18.64.141.129,TCP,66,[]
19538,211.18404,18.64.141.129,10.200.52.16,TCP,1494,[]
13727,140.910547,18.64.141.129,10.200.52.16,TCP,1494,[]
15816,170.569216,10.200.52.16,18.64.141.129,TCP,54,[]
7938,70.994435,18.64.141.129,10.200.52.16,TCP,1494,[]
16529,180.559004,10.200.52.16,18.64.141.129,TCP,66,[]
4809,44.989278,104.18.2.161,10.200.52.16,UDP,1242,[]
3330,31.04038,18.64.141.129,10.200.52.16,TCP,1494,[]
3294,31.037357,10.200.52.16,18.64.141.129,TCP,66,[]
14491,150.922164,18.64.141.129,10.200.52.16,TCP,1494,[]
11485,118.851166,10.200.52.16,224.0.0.251,MDNS,79,[]
15793,170.56759,18.64.141.129,10.200.52.16,TCP,1494,[]
3846,40.055451,20.207.199.231,10.200.52.16,TCP,60,[]
5552,50.842361,10.200.52.16,18.64.141.129,TCP,54,[]
15773,170.42015,18.64.141.129,10.200.52.16,TCP,1494,[]
8297,80.868892,10.200.52.16,18.64.141.129,TCP,54,[]
17606,191.02553,18.64.141.129,10.200.52.16,TCP,1494,[]
1795,20.458175,18.64.141.129,10.200.52.16,TCP,1494,[]
17116,181.182758,18.64.141.129,10.200.52.16,TCP,1494,[]
5918,51.049595,10.200.52.16,18.64.141.129,TCP,54,[]
17050,181.176975,18.64.141.129,10.200.52.16,TCP,1494,[]
12420,130.925362,10.200.52.16,18.64.141.129,TCP,54,[]
5025,47.621589,104.18.2.161,10.200.52.16,UDP,1210,[]
1659,11.878823,10.200.52.16,172.217.19.202,UDP,74,[]
213,0.553426,18.64.141.129,10.200.52.16,TCP,1494,[]
16957,181.169018,10.200.52.16,18.64.141.129,TCP,74,[]
12965,131.242275,10.200.52.16,18.64.141.129,TCP,54,[]
4420,41.615335,18.64.141.129,10.200.52.16,TCP,1494,[]
19851,220.805692,18.64.141.129,10.200.52.16,TCP,1494,[]
5194,49.43687,18.64.141.129,10.200.52.16,TCP,60,[]
9552,90.986824,10.200.52.16,18.64.141.129,TCP,54,[]
8527,81.115222,10.200.52.16,18.64.141.129,TCP,66,[]
2167,20.912173,18.64.141.129,10.200.52.16,TCP,1494,[]
3111,30.742231,10.200.52.16,18.64.141.129,TCP,54,[]
793,3.348573,10.200.52.16,8.8.8.8,TCP,66,[]
234,0.555322,10.200.52.16,18.64.141.129,TCP,66,[]
14540,150.932598,10.200.52.16,18.64.141.129,TCP,82,[]
13198,136.393001,10.200.52.16,172.217.21.37,TCP,66,[]
17188,181.223808,10.200.52.16,18.64.141.129,TCP,54,[]
210,0.553146,18.64.141.129,10.200.52.16,TCP,1494,[]
9331,90.94962,18.64.141.129,10.200.52.16,TCP,1494,[]
14279,150.77129,10.200.52.16,18.64.141.129,TCP,54,[]
16244,170.891903,18.64.141.129,10.200.52.16,TCP,1494,[]
4499,41.675171,10.200.52.16,18.64.141.129,TCP,74,[]
12102,120.966346,10.200.52.16,18.64.141.129,TCP,54,[]
9506,90.979613,18.64.141.129,10.200.52.16,TCP,1494,[]
2414,20.933106,10.200.52.16,18.64.141.129,TCP,54,[]
6599,54.511041,104.18.2.161,10.200.52.16,UDP,1242,[]
16373,170.899821,10.200.52.16,18.64.141.129,TCP,54,[]
15545,160.960731,10.200.52.16,18.64.141.129,TCP,66,[]
11015,110.919203,18.64.141.129,10.200.52.16,TCP,1494,[]
835,5.999877,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
9064,90.649185,18.64.141.129,10.200.52.16,TCP,1494,[]
8075,73.511635,172.217.19.202,10.200.52.16,UDP,127,[]
13182,136.230326,10.200.52.16,192.249.116.249,TCP,66,[]
9456,90.971792,18.64.141.129,10.200.52.16,TCP,1494,[]
9811,100.842842,18.64.141.129,10.200.52.16,TCP,1494,[]
6036,51.089053,18.64.141.129,10.200.52.16,TCP,1494,[]
10607,108.222889,10.200.52.16,172.217.17.35,UDP,153,[]
1221,10.77806,18.64.141.129,10.200.52.16,TCP,1494,[]
9958,101.002656,10.200.52.16,18.64.141.129,TCP,66,[]
12168,120.97304,10.200.52.16,18.64.141.129,TCP,66,[]
6553,54.405157,104.18.2.161,10.200.52.16,UDP,1240,[]
11376,111.06492,18.64.141.129,10.200.52.16,TCP,1494,[]
1388,10.791249,10.200.52.16,18.64.141.129,TCP,54,[]
2002,20.765793,10.200.52.16,18.64.141.129,TCP,66,[]
5610,50.873389,18.64.141.129,10.200.52.16,TCP,1494,[]
11908,120.946019,18.64.141.129,10.200.52.16,TCP,1494,[]
4582,41.729307,18.64.141.129,10.200.52.16,TCP,1494,[]
12099,120.966095,18.64.141.129,10.200.52.16,TCP,1494,[]
15970,170.729812,10.200.52.16,18.64.141.129,TCP,54,[]
20217,221.043239,10.200.52.16,18.64.141.129,TCP,66,[]
2524,21.061518,10.200.52.16,18.64.141.129,TCP,54,[]
14378,150.784619,10.200.52.16,18.64.141.129,TCP,54,[]
7260,60.986077,18.64.141.129,10.200.52.16,TCP,1494,[]
19173,210.973081,18.64.141.129,10.200.52.16,TCP,1494,[]
15449,160.950436,18.64.141.129,10.200.52.16,TCP,1494,[]
3079,30.739571,18.64.141.129,10.200.52.16,TCP,1494,[]
7461,70.629353,10.200.52.16,18.64.141.129,TCP,54,[]
16917,181.162164,18.64.141.129,10.200.52.16,TCP,1494,[]
16188,170.890592,18.64.141.129,10.200.52.16,TCP,1494,[]
4783,44.258934,104.18.2.161,10.200.52.16,UDP,1242,[]
14111,150.464486,10.200.52.16,18.64.141.129,TCP,66,[]
4382,41.582652,10.200.52.16,18.64.141.129,TCP,82,[]
17597,191.00368,10.200.52.16,18.64.141.129,TCP,66,[]
12223,120.981459,10.200.52.16,18.64.141.129,TCP,66,[]
14071,150.327252,10.200.52.16,18.64.141.129,TCP,66,[]
6405,53.213165,104.18.2.161,10.200.52.16,UDP,1011,[]
7643,70.809705,18.64.141.129,10.200.52.16,TCP,1494,[]
8068,73.277974,172.217.19.170,10.200.52.16,UDP,66,[]
6453,53.566663,104.18.2.161,10.200.52.16,UDP,903,[]
16317,170.893381,18.64.141.129,10.200.52.16,TCP,1494,[]
2166,20.912111,10.200.52.16,18.64.141.129,TCP,54,[]
8810,81.233718,10.200.52.16,18.64.141.129,TCP,66,[]
20223,221.045593,18.64.141.129,10.200.52.16,TCP,1494,[]
3804,37.749788,104.225.98.129,10.200.52.16,TCP,1514,[]
12197,120.978971,18.64.141.129,10.200.52.16,TCP,1494,[]
18870,210.394071,18.64.141.129,10.200.52.16,TCP,1494,[]
14546,150.933136,10.200.52.16,18.64.141.129,TCP,82,[]
10619,108.528985,10.200.52.16,172.217.19.202,UDP,71,[]
15527,160.959631,18.64.141.129,10.200.52.16,TCP,1494,[]
15228,160.798667,18.64.141.129,10.200.52.16,TCP,1494,[]
19313,211.056255,18.64.141.129,10.200.52.16,TCP,1494,[]
7638,70.809413,18.64.141.129,10.200.52.16,TCP,1494,[]
10123,101.146362,10.200.52.16,18.64.141.129,TCP,54,[]
10197,101.178788,10.200.52.16,18.64.141.129,TCP,66,[]
15554,160.961351,18.64.141.129,10.200.52.16,TCP,1494,[]
10620,108.572972,172.217.19.202,10.200.52.16,UDP,66,[]
11240,110.946682,18.64.141.129,10.200.52.16,TCP,1494,[]
14993,160.486069,10.200.52.16,18.64.141.129,TCP,66,[]
1387,10.79124,18.64.141.129,10.200.52.16,TCP,1494,[]
18064,195.320344,13.107.42.14,10.200.52.16,TLSv1.2,100,[]
16071,170.742055,10.200.52.16,18.64.141.129,TCP,54,[]
17690,191.22775,18.64.141.129,10.200.52.16,TCP,1494,[]
14030,141.386308,Cisco_4e:62:09,CDP/VTP/DTP/PAgP/UDLD,DTP,60,[]
15559,160.96166,10.200.52.16,18.64.141.129,TCP,54,[]
3096,30.740899,18.64.141.129,10.200.52.16,TCP,1494,[]
13292,140.446939,18.64.141.129,10.200.52.16,TCP,1494,[]
3286,31.018811,10.200.52.16,18.64.141.129,TCP,54,[]
9931,100.998873,10.200.52.16,18.64.141.129,TCP,66,[]
9167,90.802575,18.64.141.129,10.200.52.16,TCP,1494,[]
15743,170.271537,18.64.141.129,10.200.52.16,TCP,846,[]
7848,70.967102,18.64.141.129,10.200.52.16,TCP,1494,[]
1314,10.786107,18.64.141.129,10.200.52.16,TCP,1494,[]
10086,101.120021,10.200.52.16,18.64.141.129,TCP,54,[]
13063,131.292451,18.64.141.129,10.200.52.16,TCP,1494,[]
8421,81.02611,10.200.52.16,18.64.141.129,TCP,54,[]
11096,110.929993,18.64.141.129,10.200.52.16,TCP,1494,[]
13817,140.919808,18.64.141.129,10.200.52.16,TCP,1494,[]
14339,150.778276,18.64.141.129,10.200.52.16,TCP,1494,[]
11526,120.48612,18.64.141.129,10.200.52.16,TCP,1494,[]
17766,191.434598,18.64.141.129,10.200.52.16,TCP,1494,[]
11246,110.947209,10.200.52.16,18.64.141.129,TCP,54,[]
9632,90.998641,18.64.141.129,10.200.52.16,TCP,1494,[]
5073,48.042639,10.200.52.16,104.18.2.161,UDP,87,[]
9374,90.958251,10.200.52.16,18.64.141.129,TCP,54,[]
13409,140.603812,10.200.52.16,18.64.141.129,TCP,54,[]
4750,43.577473,10.200.52.16,172.217.21.37,TCP,54,[]
15131,160.785951,18.64.141.129,10.200.52.16,TCP,1494,[]
2270,20.920975,10.200.52.16,18.64.141.129,TCP,54,[]
13872,140.930247,18.64.141.129,10.200.52.16,TCP,1494,[]
13996,140.943974,18.64.141.129,10.200.52.16,TCP,1494,[]
13100,131.351017,18.64.141.129,10.200.52.16,TCP,1494,[]
16689,181.010875,18.64.141.129,10.200.52.16,TCP,1494,[]
8599,81.173008,18.64.141.129,10.200.52.16,TCP,1494,[]
1423,10.795302,10.200.52.16,18.64.141.129,TCP,66,[]
18538,201.543026,10.200.52.16,18.64.141.129,TCP,54,[]
1858,20.609686,18.64.141.129,10.200.52.16,TCP,620,[]
15912,170.719964,10.200.52.16,18.64.141.129,TCP,54,[]
13813,140.91942,18.64.141.129,10.200.52.16,TCP,1494,[]
19903,220.833,18.64.141.129,10.200.52.16,TCP,1494,[]
10307,101.193823,10.200.52.16,18.64.141.129,TCP,66,[]
13202,136.409912,172.217.21.37,10.200.52.16,TCP,60,[]
1542,10.805251,18.64.141.129,10.200.52.16,TCP,1494,[]
12137,120.969856,10.200.52.16,18.64.141.129,TCP,54,[]
7263,60.986319,18.64.141.129,10.200.52.16,TCP,1494,[]
10795,110.764962,18.64.141.129,10.200.52.16,TCP,1494,[]
15839,170.572054,10.200.52.16,18.64.141.129,TCP,54,[]
4608,41.749361,18.64.141.129,10.200.52.16,TCP,1494,[]
17096,181.180734,18.64.141.129,10.200.52.16,TCP,1494,[]
8435,81.032925,18.64.141.129,10.200.52.16,TCP,1494,[]
7112,60.89651,18.64.141.129,10.200.52.16,TCP,1494,[]
5539,50.836799,18.64.141.129,10.200.52.16,TCP,1494,[]
4467,41.660311,10.200.52.16,18.64.141.129,TCP,54,[]
17106,181.182135,18.64.141.129,10.200.52.16,TCP,1494,[]
18007,192.033064,18.64.141.129,10.200.52.16,TCP,1494,[]
9038,90.643002,10.200.52.16,18.64.141.129,TCP,54,[]
10204,101.180336,18.64.141.129,10.200.52.16,TCP,1494,[]
9476,90.974826,18.64.141.129,10.200.52.16,TCP,1494,[]
9285,90.826769,18.64.141.129,10.200.52.16,TCP,1494,[]
12579,131.085769,18.64.141.129,10.200.52.16,TCP,1494,[]
14604,150.940671,18.64.141.129,10.200.52.16,TCP,1494,[]
7648,70.810477,18.64.141.129,10.200.52.16,TCP,1494,[]
6124,51.239482,172.217.19.173,10.200.52.16,UDP,162,[]
8564,81.139015,18.64.141.129,10.200.52.16,TCP,1494,[]
3772,37.100399,8.8.4.4,10.200.52.16,TCP,60,[]
1110,10.635092,10.200.52.16,18.64.141.129,TCP,66,[]
4656,41.842009,8.8.4.4,10.200.52.16,TCP,66,[]
18314,201.03371,18.64.141.129,10.200.52.16,TCP,1494,[]
9231,90.816619,18.64.141.129,10.200.52.16,TCP,1494,[]
17431,190.690957,18.64.141.129,10.200.52.16,TCP,1494,[]
8213,77.230767,10.200.52.16,172.217.17.35,UDP,74,[]
14312,150.775567,18.64.141.129,10.200.52.16,TCP,1494,[]
8267,80.720043,18.64.141.129,10.200.52.16,TCP,1494,[]
7096,60.892903,18.64.141.129,10.200.52.16,TCP,1494,[]
9127,90.79237,18.64.141.129,10.200.52.16,TCP,1494,[]
11724,120.794854,10.200.52.16,18.64.141.129,TCP,66,[]
11116,110.932838,10.200.52.16,18.64.141.129,TCP,54,[]
9919,100.997471,10.200.52.16,18.64.141.129,TCP,54,[]
16980,181.171672,18.64.141.129,10.200.52.16,TCP,1494,[]
9097,90.658484,18.64.141.129,10.200.52.16,TCP,1494,[]
1738,15.353632,13.107.42.14,10.200.52.16,TCP,60,[]
17017,181.174568,10.200.52.16,18.64.141.129,TCP,90,[]
12430,130.92615,10.200.52.16,18.64.141.129,TCP,66,[]
562,0.72298,10.200.52.16,18.64.141.129,TCP,54,[]
15384,160.941894,18.64.141.129,10.200.52.16,TCP,1494,[]
3346,31.041976,10.200.52.16,18.64.141.129,TCP,54,[]
11493,120.334897,18.64.141.129,10.200.52.16,TCP,1494,[]
9355,90.954986,18.64.141.129,10.200.52.16,TCP,1494,[]
9629,90.99837,18.64.141.129,10.200.52.16,TCP,1494,[]
11912,120.946358,10.200.52.16,18.64.141.129,TCP,54,[]
8315,80.873819,10.200.52.16,18.64.141.129,TCP,54,[]
9720,94.429835,10.200.52.16,224.0.0.251,MDNS,79,[]
15798,170.567998,18.64.141.129,10.200.52.16,TCP,1494,[]
13729,140.910621,10.200.52.16,18.64.141.129,TCP,54,[]
19189,210.982525,18.64.141.129,10.200.52.16,TCP,1494,[]
59,0.336782,13.107.42.14,10.200.52.16,TCP,60,[]
14928,154.877192,13.107.42.16,10.200.52.16,TLSv1.2,92,[]
15927,170.721076,18.64.141.129,10.200.52.16,TCP,1494,[]
8406,81.022297,18.64.141.129,10.200.52.16,TCP,1494,[]
10484,101.295163,10.200.52.16,18.64.141.129,TCP,54,[]
4180,41.339789,10.200.52.16,18.64.141.129,TCP,54,[]
14054,150.214092,10.200.52.16,52.109.77.1,TCP,251,[]
16341,170.896413,10.200.52.16,18.64.141.129,TCP,66,[]
3691,32.440475,142.250.181.46,10.200.52.16,UDP,66,[]
1650,11.631361,172.217.19.170,10.200.52.16,UDP,66,[]
4637,41.768436,18.64.141.129,10.200.52.16,TCP,1494,[]
2511,21.041664,10.200.52.16,18.64.141.129,TCP,74,[]
19769,220.668553,18.64.141.129,10.200.52.16,TCP,1494,[]
16040,170.738621,18.64.141.129,10.200.52.16,TCP,1494,[]
939,10.476626,18.64.141.129,10.200.52.16,TCP,1494,[]
14091,150.462198,18.64.141.129,10.200.52.16,TCP,1494,[]
396,0.704874,18.64.141.129,10.200.52.16,TCP,1494,[]
20208,221.040083,10.200.52.16,18.64.141.129,TCP,54,[]
19608,211.225516,18.64.141.129,10.200.52.16,TCP,617,[]
10340,101.196823,18.64.141.129,10.200.52.16,TCP,1494,[]
14866,151.087054,10.200.52.16,172.217.17.46,UDP,71,[]
11760,120.800844,10.200.52.16,18.64.141.129,TCP,54,[]
3871,40.634567,10.200.52.16,18.64.141.129,TCP,54,[]
10175,101.175822,18.64.141.129,10.200.52.16,TCP,1494,[]
19924,220.842763,10.200.52.16,18.64.141.129,TCP,54,[]
2908,30.437371,18.64.141.129,10.200.52.16,TCP,1494,[]
10293,101.191791,10.200.52.16,18.64.141.129,TCP,54,[]
16804,181.023923,10.200.52.16,18.64.141.129,TCP,54,[]
11731,120.795815,18.64.141.129,10.200.52.16,TCP,1494,[]
5994,51.075786,18.64.141.129,10.200.52.16,TCP,1494,[]
15725,170.270162,10.200.52.16,18.64.141.129,TCP,74,[]
19436,211.114331,10.200.52.16,18.64.141.129,TCP,90,[]
4416,41.611119,18.64.141.129,10.200.52.16,TCP,1494,[]
18046,192.128854,18.64.141.129,10.200.52.16,TCP,1494,[]
17469,190.759374,18.64.141.129,10.200.52.16,TCP,1494,[]
16797,181.023417,18.64.141.129,10.200.52.16,TCP,1494,[]
10010,101.0105,18.64.141.129,10.200.52.16,TCP,1494,[]
11301,110.95565,10.200.52.16,18.64.141.129,TCP,54,[]
17064,181.17901,18.64.141.129,10.200.52.16,TCP,1494,[]
3950,40.901439,18.64.141.129,10.200.52.16,TCP,1494,[]
20335,221.098742,10.200.52.16,18.64.141.129,TCP,54,[]
20009,220.957548,18.64.141.129,10.200.52.16,TCP,1494,[]
2073,20.784611,10.200.52.16,20.207.199.231,TLSv1.2,127,[]
5823,51.010698,10.200.52.16,18.64.141.129,TCP,54,[]
19281,211.038865,10.200.52.16,18.64.141.129,TCP,54,[]
17427,190.684299,18.64.141.129,10.200.52.16,TCP,1494,[]
3514,31.058911,18.64.141.129,10.200.52.16,TCP,1494,[]
11008,110.917881,10.200.52.16,18.64.141.129,TCP,54,[]
16950,181.1667,10.200.52.16,18.64.141.129,TCP,66,[]
14113,150.46467,10.200.52.16,18.64.141.129,TCP,54,[]
13562,140.759683,18.64.141.129,10.200.52.16,TCP,1494,[]
7965,71.001609,10.200.52.16,18.64.141.129,TCP,54,[]
5087,48.203955,104.18.2.161,10.200.52.16,UDP,1242,[]
7483,70.633749,10.200.52.16,18.64.141.129,TCP,54,[]
18108,200.373399,10.200.52.16,18.64.141.129,TCP,54,[]
